葡萄酒名称,点击次数,英文名,酒款类型,酒庄,酿酒葡萄,风味特征,酒款综述
朋珠橡木桶陈酿干白葡萄酒,622,"Pengzhu Barrel Dry White Wine, Yantai, China",白葡萄酒,烟台蓬珠酒业,(),,颜色淡黄，有柠檬、桃子等水果的香味，口感柔顺、圆润，酒体丰满，清新宜人。
朋珠玫瑰红甜红葡萄酒,2337,"Pengzhu Rosy Sweet Red Wine, Yantai, China",甜酒,烟台蓬珠酒业,(),,此款拥有着鲜艳的宝石红色，果香酒香平衡协调，酸甜适口，是经控温发酵精心酿制而成的一款甜红葡萄酒。
朋珠优选级橡木桶陈酿干红葡萄酒,578,"Pengzhu Optimal Choice Barrel Dry Red Wine, Yantai, China",红葡萄酒,烟台蓬珠酒业,(),,宝石红色，有复合的水果香味，伴有葡萄干、巧克力的香气，优雅而醇香，就提丰腴，单宁柔软。呈现其丰富完美，且精致而典雅的卓越的平衡性。
朋珠金装干红葡萄酒,633,"Pengzhu Gold Dry Red Wine, Yantai, China",红葡萄酒,烟台蓬珠酒业,(),,深宝石红色，果香、酒香协调优雅，口感柔和，酒体丰满，典型性突出。
朋珠高级甜红葡萄酒,677,"Pengzhu Grand Sweet Red Wine, Yantai, China",甜酒,烟台蓬珠酒业,(),,此款甜红葡萄酒散发出多汁黑莓与草莓果酱的香气，伴以鲜花的芬芳，口感顺滑丰富。
朋珠优雅甜白葡萄酒,1308,"Pengzhu Elegance Sweet White Wine, Yantai, China",甜酒,烟台蓬珠酒业,(),,此款果香浓郁，开瓶后浆果香、花香等气息扑鼻而来，口感丰富，柔顺，回味绵长，是甜白葡萄酒的上乘之作。
朋珠精选级干红葡萄酒,468,"Pengzhu Selection Dry Red Wine, Yantai, China",红葡萄酒,烟台蓬珠酒业,(),,深宝石红色，果香浓郁优雅，酒体平衡，口感饱满、舒顺，典型性突出。
朋珠橡木桶陈酿干红葡萄酒,425,"Pengzhu Barrel Dry Red Wine, Yantai, China",红葡萄酒,烟台蓬珠酒业,(),,深宝石红色，酒中有成熟的水果芳香，同时伴有香草味，口感丰满浓郁，圆润平和，入口伴有黑醋栗的果香，余味中感觉到精致的单宁。
朋珠紫钻甜红葡萄酒,822,"Pengzhu Purple Diamond Sweet Red Wine, Yantai, China",甜酒,烟台蓬珠酒业,(),,宝石红色略带橙色光晕，红色水果香气浓郁。口感愉悦，酒体丝滑，是甜型葡萄酒中的上品。
朋珠特制霞多丽干白葡萄酒,540,"Pengzhu Cuvee Chardonnay Dry White Wine, Yantai, China",白葡萄酒,烟台蓬珠酒业,"('霞多丽',)",,颜色浅黄，口味清新，浓厚的水果香味，回味悠长。口感圆润，优雅。
